epoch,train_loss,train_accuracy,train_macro_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,0.2319893586970052,0.8779814210394176,0.8653582031358854,0.9295968433254596,0.5261602528901943,0.8704819277108434,0.8228953734408095,0.8304782071068403
2,0.20295294996200422,0.8892794376098418,0.88317993089944,0.9387059026824234,0.5226510817327173,0.8765060240963856,0.8339641597995803,0.8427126750887447
3,0.19463356209817376,0.8887773035400451,0.8851902861088302,0.9383506275031027,0.5238157536789595,0.8755020080321285,0.8342594973212368,0.8382990619325519
4,0.17892831750260865,0.8940497112729099,0.8887050305773876,0.94096801590018,0.5447476958354793,0.8795180722891566,0.839724152388289,0.8387725240897702
5,0.19997523020379604,0.8906603063017826,0.883123486896097,0.9371007935018885,0.5086712002395147,0.8684738955823293,0.8387270126638159,0.8558795028805051
6,0.20173926511183177,0.896560381621893,0.8852751648535152,0.9371043483863798,0.5152777425316443,0.8734939759036144,0.8346253503589836,0.8475025239152909
7,0.18772939818380707,0.8906603063017826,0.8821915555068781,0.9360771524325878,0.49707612670569057,0.8654618473895582,0.8302589367988398,0.8500863764721601
